tool_name,lib_name,release,filePath,percent_covered
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Acos/invalid/gpu_1_1.py,0.2682926829268293,0.49524596940884663
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Asinh/invalid/cpu_onednn_1_1.py,0.26274944567627495,0.4919388176932617
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.BiasAdd/invalid/cpu_ori_175_222.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.BiasAddGrad/invalid/cpu_onednn_2_34.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.CholeskyGrad/invalid/cpu_onednn_1_1.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Conv2DBackpropFilter/crash/cpu_onednn_108_13.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Conv2DBackpropFilter/invalid/cpu_onednn_125_631.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Conv3DBackpropFilterV2/crash/cpu_onednn_60_21.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Conv3DBackpropFilterV2/invalid/cpu_onednn_36_324.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.DepthwiseConv2dNativeBackpropInput/crash/cpu_onednn_22_17.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.DepthwiseConv2dNativeBackpropInput/invalid/cpu_ori_15_304.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Empty/invalid/cpu_onednn_1_1.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.EmptyTensorList/invalid/cpu_ori_1_1.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Enter/invalid/cpu_onednn_1_1.py,0.2682926829268293,0.49524596940884663
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Fill/invalid/cpu_ori_3_383.py,0.2572062084257206,0.4865646961554361
ACETest,tf,2.11.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_tf_1/2.11.0/tf.raw_ops.Gather/invalid/cpu_ori_101_458.py,0.2572062084257206,0.4865646961554361
