tool_name,lib_name,release,filePath,percent_covered
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.masked_scatter/invalid/cpu_ori_1_1.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.adaptive_avg_pool1d/invalid/cpu_ori_201_51.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.adaptive_max_pool1d/invalid/cpu_ori_1_1.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.affine_grid_generator/invalid/cpu_ori_259_777.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.avg_pool1d/invalid/gpu_1_1.py,0.009174484759428808,0.1276623332694411
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.cat/invalid/gpu_1_1.py,0.009174484759428808,0.1276623332694411
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.concat/invalid/cpu_ori_1_1.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.cosine_similarity/invalid/cpu_ori_102_443.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.einsum/invalid/gpu_1_1.py,0.009174484759428808,0.1276623332694411
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.embedding/invalid/cpu_ori_6_816.py,0.0085151275385253,0.12720005412048574
ACETest,torch,2.0.0,/media/nimashiri/DATA/testing_results/tosem/ACETest/Tester/src/output/output_torch_1/2.0.0/torch.histogramdd/invalid/cpu_ori_1_1.py,0.0085151275385253,0.12720005412048574
