FreeFuzz,torch,1,2.0.0,0.5405500480201509
FreeFuzz,torch,1,2.0.1,0.5413754438691669
FreeFuzz,torch,1,2.1.0,0.5535326791471905
FreeFuzz,torch,2,2.0.0,0.406331337624126
FreeFuzz,torch,2,2.0.1,0.45042470276355745
FreeFuzz,torch,2,2.1.0,0.46924289166927335
FreeFuzz,torch,3,2.0.0,0.4752861754761802
FreeFuzz,torch,3,2.0.1,0.4207663270499971
FreeFuzz,torch,3,2.1.0,0.44335224290688835
FreeFuzz,torch,4,2.0.0,0.522548476325141
FreeFuzz,torch,4,2.0.1,0.5395884692006641
FreeFuzz,torch,4,2.1.0,0.5116509026288987
FreeFuzz,torch,5,2.0.0,0.5367492071787516
FreeFuzz,torch,5,2.0.1,0.5517836762136883
FreeFuzz,torch,5,2.1.0,0.5093529298570421
FreeFuzz,tf,1,2.11.0,0.3862101384003957
FreeFuzz,tf,1,2.12.0,0.3950768108500375
FreeFuzz,tf,1,2.13.0,0.39957575778166454
FreeFuzz,tf,1,2.14.0,0.3624410714705785
FreeFuzz,tf,2,2.11.0,0.31469445255067613
FreeFuzz,tf,2,2.12.0,0.3354074558946821
FreeFuzz,tf,2,2.13.0,0.32779490205976697
FreeFuzz,tf,2,2.14.0,0.2990963086154726
FreeFuzz,tf,3,2.11.0,0.3166724145412445
FreeFuzz,tf,3,2.12.0,0.3398979383044773
FreeFuzz,tf,3,2.13.0,0.3290159590376748
FreeFuzz,tf,3,2.14.0,0.30558299283186596
FreeFuzz,tf,4,2.11.0,0.21533527751763662
FreeFuzz,tf,4,2.12.0,0.3030974409315321
FreeFuzz,tf,4,2.13.0,0.3053027821911706
FreeFuzz,tf,4,2.14.0,0.32030564738644496
FreeFuzz,tf,5,2.11.0,0.36266372819741566
FreeFuzz,tf,5,2.12.0,0.3792083117696974
FreeFuzz,tf,5,2.13.0,0.23885774970054627
FreeFuzz,tf,5,2.14.0,0.3209594974252913
